participant,model_type,n_trials,choice_rate,reward_rate,win_stay,win_shift,lose_stay,lose_shift,choice_perseveration,switch_rate
65d33a56,rnn,1713,0.4991243432574431,0.10741389375364857,0.09239130434782608,0.907608695652174,0.07853403141361257,0.9214659685863874,0.08002336448598131,0.9199766355140186
66012f29,rnn,1819,0.5074216602528862,0.09895547003848268,0.07222222222222222,0.9277777777777778,0.09401709401709402,0.905982905982906,0.09185918591859187,0.9081408140814081
673ea25,rnn,934,0.5064239828693791,0.1006423982869379,0.10638297872340426,0.8936170212765957,0.09892729439809297,0.901072705601907,0.09967845659163987,0.9003215434083601
674f23fc,rnn,1668,0.5,0.10251798561151079,0.07602339181286549,0.9239766081871345,0.08957219251336898,0.910427807486631,0.08818236352729454,0.9118176364727054
68077600,rnn,802,0.5062344139650873,0.10349127182044887,0.1686746987951807,0.8313253012048193,0.11002785515320335,0.8899721448467967,0.11610486891385768,0.8838951310861424
69497ad5,rnn,770,0.5064935064935064,0.09740259740259741,0.05333333333333334,0.9466666666666667,0.10951008645533142,0.8904899135446686,0.10403120936280884,0.8959687906371911
6a9b6faa,rnn,1815,0.4997245179063361,0.09752066115702479,0.06779661016949153,0.9322033898305084,0.07635919364691508,0.9236408063530849,0.07552370452039692,0.9244762954796031
6bd5637f,rnn,1605,0.5009345794392523,0.09657320872274143,0.08387096774193549,0.9161290322580645,0.08557625948930296,0.9144237405106971,0.08541147132169576,0.9145885286783042
6d3f4554,rnn,1189,0.496215306980656,0.10092514718250631,0.09166666666666666,0.9083333333333333,0.09269662921348315,0.9073033707865169,0.09259259259259259,0.9074074074074074
73de6f0,rnn,1192,0.5,0.1098993288590604,0.061068702290076333,0.9389312977099237,0.08490566037735849,0.9150943396226415,0.08228379513014274,0.9177162048698573
8020c01e,rnn,781,0.5044814340588989,0.08706786171574904,0.07352941176470588,0.9264705882352942,0.10252808988764045,0.8974719101123596,0.1,0.9
8456ff9f,rnn,1165,0.5012875536480687,0.12103004291845494,0.10638297872340426,0.8936170212765957,0.07429130009775171,0.9257086999022482,0.0781786941580756,0.9218213058419243
8518f34a,rnn,1142,0.500875656742557,0.09982486865148861,0.08771929824561403,0.9122807017543859,0.09444985394352483,0.9055501460564752,0.09377738825591586,0.9062226117440841
86cae635,rnn,928,0.4978448275862069,0.0980603448275862,0.0989010989010989,0.9010989010989011,0.08732057416267942,0.9126794258373205,0.08845738942826321,0.9115426105717368
8784eae0,rnn,398,0.5050251256281407,0.09547738693467336,0.15789473684210525,0.8421052631578947,0.10306406685236769,0.8969359331476323,0.10831234256926953,0.8916876574307305
88ccbf1c,rnn,1971,0.5027904616945713,0.10451547437848807,0.07281553398058252,0.9271844660194175,0.07879818594104308,0.921201814058957,0.07817258883248732,0.9218274111675127
8a50a6b6,rnn,1795,0.5036211699164346,0.10027855153203342,0.10555555555555556,0.8944444444444445,0.07496902106567534,0.9250309789343246,0.07803790412486064,0.9219620958751393
8b1eaa63,rnn,1448,0.4993093922651934,0.10082872928176796,0.1095890410958904,0.8904109589041096,0.07763259031514219,0.9223674096848578,0.08085694540428473,0.9191430545957153
8cba809d,rnn,603,0.5074626865671642,0.10613598673300166,0.125,0.875,0.09851301115241635,0.9014869888475836,0.10132890365448505,0.8986710963455149
8df48c48,rnn,1250,0.4976,0.1056,0.06060606060606061,0.9393939393939394,0.08773500447627573,0.9122649955237243,0.08486789431545236,0.9151321056845476
8e269937,rnn,2021,0.5047006432459179,0.10935180603661554,0.04524886877828054,0.9547511312217195,0.06281267370761534,0.9371873262923847,0.06089108910891089,0.939108910891089
8f6895e2,rnn,1559,0.5016035920461834,0.10711994868505452,0.08982035928143713,0.9101796407185628,0.07907979870596693,0.9209202012940331,0.08023106546854943,0.9197689345314506
99cc0e,rnn,1167,0.49700085689802914,0.11139674378748929,0.11538461538461539,0.8846153846153846,0.07528957528957529,0.9247104247104247,0.0797598627787307,0.9202401372212693
a2929ab0,rnn,1233,0.5004055150040552,0.10462287104622871,0.10852713178294573,0.8914728682170543,0.07615593834995467,0.9238440616500453,0.07954545454545454,0.9204545454545454
a478bc9b,rnn,1136,0.4982394366197183,0.10123239436619719,0.10434782608695652,0.8956521739130435,0.1,0.9,0.10044052863436123,0.8995594713656387
a536b04e,rnn,1590,0.4949685534591195,0.0949685534591195,0.09933774834437085,0.9006622516556292,0.07162726008344923,0.9283727399165508,0.07426054122089365,0.9257394587791064
a6e4a531,rnn,1111,0.49504950495049505,0.10261026102610261,0.10526315789473684,0.8947368421052632,0.11244979919678715,0.8875502008032129,0.11171171171171171,0.8882882882882883
a7aaa9e4,rnn,1116,0.5062724014336918,0.0967741935483871,0.06481481481481481,0.9351851851851852,0.06951340615690169,0.9304865938430983,0.06905829596412556,0.9309417040358744
a8e2fc18,rnn,1068,0.4943820224719101,0.1151685393258427,0.09836065573770492,0.9016393442622951,0.08465608465608465,0.9153439153439153,0.08622305529522024,0.9137769447047798
a9acf0cd,rnn,1029,0.4956268221574344,0.10204081632653061,0.08571428571428572,0.9142857142857143,0.09750812567713976,0.9024918743228603,0.0963035019455253,0.9036964980544747
aa7ee5b2,rnn,1872,0.500534188034188,0.10363247863247864,0.06701030927835051,0.9329896907216495,0.07453786523553965,0.9254621347644604,0.07375734901122394,0.926242650988776
ab30e967,rnn,1215,0.5020576131687243,0.102880658436214,0.064,0.936,0.07529843893480258,0.9247015610651974,0.07413509060955518,0.9258649093904449
ac94c399,rnn,1379,0.5003625815808557,0.10732414793328499,0.060810810810810814,0.9391891891891891,0.06422764227642276,0.9357723577235773,0.06386066763425254,0.9361393323657474
addacf4c,rnn,1214,0.5,0.09390444810543658,0.07894736842105263,0.9210526315789473,0.0791628753412193,0.9208371246587808,0.07914262159934048,0.9208573784006595
ae08da33,rnn,1558,0.4980744544287548,0.10718870346598203,0.059880239520958084,0.9401197604790419,0.07913669064748201,0.920863309352518,0.07707129094412331,0.9229287090558767
af46d6e6,rnn,1507,0.5016589250165893,0.099535500995355,0.05333333333333334,0.9466666666666667,0.07374631268436578,0.9262536873156342,0.07171314741035857,0.9282868525896414
c038c8d,rnn,1242,0.4943639291465378,0.10466988727858294,0.1076923076923077,0.8923076923076924,0.0963096309630963,0.9036903690369037,0.09750201450443191,0.9024979854955681
c07c4616,rnn,1017,0.4995083579154376,0.0855457227138643,0.05747126436781609,0.9425287356321839,0.0968783638320775,0.9031216361679225,0.09350393700787402,0.906496062992126
c1324ac3,rnn,1097,0.49134001823154055,0.08933454876937101,0.1326530612244898,0.8673469387755102,0.0841683366733467,0.9158316633266533,0.0885036496350365,0.9114963503649635
c2e05fbc,rnn,1662,0.4981949458483754,0.10709987966305656,0.11299435028248588,0.8870056497175142,0.0862533692722372,0.9137466307277629,0.08910295003010235,0.9108970499698976
c3ae5369,rnn,1337,0.5011219147344802,0.10097232610321616,0.1037037037037037,0.8962962962962963,0.08659450457951708,0.9134054954204829,0.08832335329341318,0.9116766467065869
c5447542,rnn,1263,0.5019794140934284,0.08155186064924783,0.08737864077669903,0.912621359223301,0.09318377911993098,0.9068162208800691,0.09270998415213946,0.9072900158478605
c8903914,rnn,1846,0.5005417118093174,0.1067172264355363,0.061224489795918366,0.9387755102040817,0.06488781079442087,0.9351121892055791,0.06449864498644986,0.9355013550135501
c9de35c1,rnn,1518,0.4980237154150198,0.11198945981554677,0.041176470588235294,0.9588235294117647,0.08685968819599109,0.9131403118040089,0.08174027686222808,0.9182597231377719
ca0c20be,rnn,1806,0.5055370985603543,0.08859357696567,0.04375,0.95625,0.08814589665653495,0.9118541033434651,0.08421052631578947,0.9157894736842105
cb422c6b,rnn,1061,0.4948162111215834,0.10744580584354382,0.07894736842105263,0.9210526315789473,0.08562367864693446,0.9143763213530656,0.08490566037735849,0.9150943396226415
cce60695,rnn,1180,0.5033898305084745,0.09491525423728814,0.10714285714285714,0.8928571428571429,0.09465791940018745,0.9053420805998126,0.09584393553859202,0.904156064461408
cda80a40,rnn,1382,0.5065123010130246,0.10347322720694646,0.06293706293706294,0.9370629370629371,0.0815831987075929,0.9184168012924071,0.07965242577842144,0.9203475742215785
ce7a1f3f,rnn,1763,0.5019852524106636,0.1020986954055587,0.07222222222222222,0.9277777777777778,0.06447534766118837,0.9355246523388117,0.06526674233825198,0.934733257661748
cf3413ea,rnn,1486,0.5026917900403769,0.0908479138627187,0.05970149253731343,0.9402985074626866,0.07920059215396003,0.92079940784604,0.07744107744107744,0.9225589225589226
d4d8058,rnn,1192,0.5092281879194631,0.10906040268456375,0.08461538461538462,0.9153846153846154,0.11498586239396795,0.8850141376060321,0.11167086481947942,0.8883291351805206
e0520512,rnn,1654,0.5006045949214026,0.09250302297460701,0.0784313725490196,0.9215686274509803,0.08866666666666667,0.9113333333333333,0.08771929824561403,0.9122807017543859
e11c09c7,rnn,1330,0.48947368421052634,0.10300751879699248,0.08029197080291971,0.9197080291970803,0.08305369127516779,0.9169463087248322,0.08276899924755456,0.9172310007524455
e2ce1cb8,rnn,1072,0.498134328358209,0.12033582089552239,0.09302325581395349,0.9069767441860465,0.07749469214437367,0.9225053078556263,0.07936507936507936,0.9206349206349206
e380106d,rnn,846,0.5035460992907801,0.10520094562647754,0.056179775280898875,0.9438202247191011,0.10846560846560846,0.8915343915343915,0.10295857988165681,0.8970414201183432
e7f62fec,rnn,1203,0.49542809642560265,0.10806317539484622,0.09230769230769231,0.9076923076923077,0.09235074626865672,0.9076492537313433,0.09234608985024959,0.9076539101497504
e8be7a10,rnn,1425,0.4975438596491228,0.11228070175438597,0.1125,0.8875,0.08623417721518987,0.9137658227848101,0.08918539325842696,0.910814606741573
e9f076c5,rnn,1766,0.5056625141562854,0.10532276330690826,0.05913978494623656,0.9408602150537635,0.07726409119696011,0.9227359088030399,0.07535410764872522,0.9246458923512748
e9f9527,rnn,1204,0.5024916943521595,0.0739202657807309,0.056179775280898875,0.9438202247191011,0.06822262118491922,0.9317773788150808,0.06733167082294264,0.9326683291770573
ea2263ba,rnn,1736,0.5023041474654378,0.09504608294930876,0.07272727272727272,0.9272727272727272,0.07834394904458598,0.921656050955414,0.07780979827089338,0.9221902017291066
eb6c6f6f,rnn,1256,0.5,0.11703821656050956,0.08163265306122448,0.9183673469387755,0.08483754512635379,0.9151624548736462,0.08446215139442231,0.9155378486055777
ecc84591,rnn,1096,0.4972627737226277,0.0885036496350365,0.1134020618556701,0.8865979381443299,0.07515030060120241,0.9248496993987976,0.07853881278538813,0.9214611872146119
ed864944,rnn,1631,0.4984671980380135,0.10974862047823421,0.07262569832402235,0.9273743016759777,0.06685044796691937,0.9331495520330806,0.06748466257668712,0.9325153374233128
ee545c3b,rnn,1437,0.5017397355601948,0.10995128740431455,0.08227848101265822,0.9177215189873418,0.07981220657276995,0.92018779342723,0.08008356545961003,0.91991643454039
ef1a50ee,rnn,1373,0.48871085214857973,0.10342316096139839,0.07042253521126761,0.9295774647887324,0.07073170731707316,0.9292682926829269,0.0706997084548105,0.9293002915451894
fd199f2,rnn,1150,0.4965217391304348,0.08869565217391304,0.058823529411764705,0.9411764705882353,0.09933142311365807,0.9006685768863419,0.09573542210617929,0.9042645778938208
